,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,2.2394835485214495,3.8649521032902956,3.26228654727197,3.3913994169096213,3.2112661391087047,2.7203248646397333,1.6471261974177427,2.6581632653061225,2.167221990837151,2.3596418159100376,2.1876301541024574,1.4313827571845064,2.891711786755519,3.6403581840899624,3.169304456476468,3.1763848396501455,3.078508954602249,2.995835068721366,2.227405247813411,2.422948771345273,2.1251561849229486,2.114327363598501,1.9527280299875052,1.7680133277800916,97.0,34.707317073170735
0,1.5996037189452827,1.7524767565919832,2.77549154092364,2.992836457857034,2.1091297058375247,2.0092973632068283,1.1798506325255296,1.2911141594269167,1.906721536351166,2.1524157902758723,1.4875781130925163,1.2764822435604328,2.0064014631915867,1.4424630391708582,2.107910379515318,2.9070263679317176,2.4177716811461667,1.9350708733424782,1.3888126809937509,1.0560890108215213,1.3882030178326474,2.139765279682975,1.6239902453894224,1.2517908855357416,80.0,34.76923076923077
0,1.882396449704142,1.5469674556213018,3.1597633136094676,2.5325443786982245,2.5266272189349115,1.9833579881656804,1.3036242603550297,1.1930473372781065,2.3221153846153846,1.6660502958579881,1.6309171597633136,1.1642011834319528,2.1316568047337277,2.4889053254437865,2.7159763313609466,3.1634615384615383,2.7551775147928996,1.867603550295858,1.7840236686390534,2.0547337278106506,1.8587278106508878,1.9304733727810652,2.0133136094674557,1.0488165680473374,51.0,40.44444444444444
0,1.2821062329754846,0.8171767344976766,0.46268626822624587,1.1142244832558885,0.7854911071943599,1.218955295625701,1.1142545265181862,0.623868370453453,0.3104871014260535,0.8990045665758692,0.5953372856913955,1.0731152860118571,1.418202211184105,0.9247716712065374,0.801253805479891,1.7027920205095337,0.7379626662393847,1.3739585002403463,1.1807803236660792,0.6712265662554078,0.5540979009774074,1.3609197244031406,0.4654903060406986,1.1742709501682422,315.0,20.573333333333334
0,1.7028123309897243,1.52203893996755,0.9027852893455922,2.307328285559762,2.486749594375338,1.519875608436993,1.2606814494321255,1.1575175770686859,0.596268253109789,1.9816116819902652,2.052325581395349,1.3877771768523528,1.7371552190373174,0.2544618712817739,2.611681990265008,2.2601406165494864,2.5216333153055706,1.8447809626825311,1.376419686316928,0.13385613845321798,1.7817739318550567,1.7252568956192535,1.7731206057328286,1.1892915089237426,85.0,36.8
0,2.6465104560342656,2.5268329554043842,2.889644746787604,3.151423532375913,3.351977828168305,1.9032501889644746,1.9470899470899472,1.6306374401612498,1.9299571680524064,2.118921642731167,2.375661375661376,1.0539178634416728,1.599395313681028,1.5742000503905267,2.237843285462333,2.8027210884353737,3.2081128747795415,2.4431846812799196,1.1678004535147393,1.1221970269589316,1.5313681027966743,1.8954396573444192,2.486772486772487,1.641471403376165,62.0,37.42553191489362
0,1.2801634353468996,0.31329113924050633,1.7876141643967312,0.5335683384073066,0.002804037814452812,1.3632831277038937,1.0395369331837847,0.1792581317096619,1.4446002243230252,0.31777759974363085,0.001682422688671687,1.1279442397051755,1.6789777279282168,1.9081076750520751,1.8382470757891363,0.5775516744111521,0.02812049351065534,1.666960423009133,1.3557923409709982,1.4830155423810287,1.5080916519788496,0.4885435026438071,0.021070341291459703,1.3557923409709982,157.0,21.950704225352112
0,1.705261931122895,0.5613891964337743,2.2708466872559874,2.5893013227667385,1.4775945457723907,1.9800710914282385,1.3302837829963288,0.3152496940737719,1.658411514480508,1.9325214148359653,1.0564652409533244,1.2911834974651828,1.6207680205116253,0.7367869005302721,2.248004195559699,2.5510168405104596,1.2941553522521996,2.2699726123186292,1.3609929491288386,0.5974010838529223,1.6430860672454983,2.0546005477536275,0.8419089796631899,1.7948254763708409,130.0,30.31304347826087
0,1.305635999108933,0.9570060147026064,2.459122298952996,2.6934729338382715,3.0318556471374474,2.3998663399420805,1.1102695477834708,0.5021162842503899,1.5266206282022723,1.7231009133437292,2.1590554689240364,1.4225885497883715,1.4715972376921362,1.1652929382936064,1.1336600579193585,2.26041434617955,2.7157496101581646,1.9242593005123636,0.9904210291824461,0.8895076854533303,0.768322566273112,1.8416128313655602,2.1120516818890622,1.4842949431944754,66.0,39.8235294117647
0,2.289066666666667,2.8266666666666667,2.3580444444444444,2.8462222222222224,2.853155555555556,1.769777777777778,1.8746666666666665,1.9543111111111109,1.565688888888889,1.9781333333333335,2.034311111111111,1.1376,2.488177777777778,2.6931555555555557,2.465422222222222,2.6085333333333334,2.598044444444444,1.9832888888888889,1.6478222222222223,1.9822222222222226,1.541511111111111,1.6730666666666667,1.8074666666666668,1.4864,74.0,32.94915254237288
