,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2.276595744680851,4.1063829787234045,2.6808510638297873,2.6595744680851063,3.702127659574468,2.9574468085106385,1.5319148936170213,2.978723404255319,1.5957446808510638,1.7872340425531914,2.404255319148936,1.7659574468085106,46.0
0,2.5211267605633805,4.070422535211268,3.2253521126760565,2.971830985915493,2.1971830985915495,2.647887323943662,1.7605633802816902,3.112676056338028,2.1549295774647885,2.1549295774647885,1.4788732394366197,1.5774647887323943,70.0
0,3.3035714285714284,3.25,4.071428571428571,3.142857142857143,4.571428571428571,3.0535714285714284,2.1964285714285716,1.9642857142857142,2.5535714285714284,2.1964285714285716,3.1964285714285716,1.9464285714285714,55.0
0,2.033333333333333,2.433333333333333,2.933333333333333,2.45,2.8,2.283333333333333,1.3666666666666667,1.6166666666666667,1.9,1.85,2.066666666666667,1.5,59.0
0,2.088888888888889,3.088888888888889,3.311111111111111,2.3777777777777778,4.333333333333333,3.111111111111111,1.6,1.8888888888888888,1.8888888888888888,1.8444444444444446,2.9555555555555557,1.7333333333333334,44.0
0,2.8333333333333335,2.2083333333333335,3.4166666666666665,2.6041666666666665,3.8958333333333335,2.9166666666666665,2.1041666666666665,1.2291666666666667,2.1666666666666665,1.9375,2.5625,1.9583333333333333,47.0
0,3.1,4.15,3.8666666666666667,3.533333333333333,4.9,3.5166666666666666,2.05,2.433333333333333,2.3,2.4833333333333334,3.5,2.0,59.0
0,1.93,1.25,3.06,2.64,2.03,3.01,1.37,0.84,1.93,1.77,1.45,1.83,99.0
0,2.0847457627118646,2.76271186440678,2.152542372881356,2.3389830508474576,2.711864406779661,2.4237288135593222,1.694915254237288,1.9152542372881356,1.4067796610169492,1.728813559322034,1.8135593220338984,1.6779661016949152,58.0
0,2.25974025974026,1.844155844155844,2.8051948051948052,2.8181818181818183,3.7662337662337664,2.324675324675325,1.6233766233766234,1.103896103896104,1.5844155844155845,1.8181818181818181,2.5194805194805197,1.4155844155844155,76.0
0,2.943396226415094,4.113207547169812,3.188679245283019,3.3962264150943398,4.339622641509434,2.7358490566037736,1.8867924528301887,2.8679245283018866,2.0943396226415096,2.4150943396226414,2.981132075471698,1.9056603773584906,52.0
0,3.2533333333333334,3.3866666666666667,2.2933333333333334,2.8,3.72,3.533333333333333,2.76,2.32,1.5733333333333333,2.2933333333333334,2.84,2.52,74.0
0,2.4415584415584415,3.4285714285714284,3.168831168831169,2.6493506493506493,3.103896103896104,2.9740259740259742,1.6493506493506493,2.5714285714285716,2.4805194805194803,2.064935064935065,2.3896103896103895,1.9350649350649352,76.0
0,1.6941176470588235,2.223529411764706,1.3058823529411765,2.5294117647058822,0.8705882352941177,2.011764705882353,1.576470588235294,1.6235294117647059,0.788235294117647,2.3411764705882354,0.4588235294117647,1.411764705882353,84.0
0,2.230769230769231,4.0,3.3076923076923075,0.7692307692307693,4.384615384615385,3.0,2.076923076923077,2.1538461538461537,1.4615384615384615,0.7692307692307693,2.5384615384615383,1.1538461538461537,12.0
0,2.2710280373831777,1.1775700934579438,2.9813084112149535,2.9906542056074765,2.4953271028037385,2.457943925233645,1.6074766355140186,0.719626168224299,1.9158878504672898,2.149532710280374,1.588785046728972,1.560747663551402,106.0
0,3.0303030303030303,4.454545454545454,3.484848484848485,3.590909090909091,4.2272727272727275,3.1818181818181817,2.3181818181818183,3.393939393939394,2.121212121212121,2.484848484848485,2.8181818181818183,2.0,65.0
0,1.8461538461538463,3.1025641025641026,3.1923076923076925,2.3846153846153846,3.1538461538461537,2.782051282051282,1.2435897435897436,2.141025641025641,2.051282051282051,1.7564102564102564,2.371794871794872,2.0,77.0
0,3.0869565217391304,3.1594202898550723,4.0,3.681159420289855,4.420289855072464,3.4782608695652173,2.1159420289855073,1.9855072463768115,2.7681159420289854,2.6666666666666665,2.8260869565217392,1.855072463768116,68.0
0,2.6164383561643834,2.0684931506849313,3.0,3.219178082191781,3.835616438356164,2.8219178082191783,1.7945205479452055,1.5890410958904109,2.0,2.2465753424657535,2.643835616438356,1.9726027397260273,72.0
0,2.5728155339805827,2.087378640776699,3.466019417475728,3.3106796116504853,3.2718446601941746,2.8640776699029127,2.29126213592233,1.4271844660194175,2.4757281553398056,2.466019417475728,2.3883495145631066,2.2233009708737863,102.0
0,2.0869565217391304,3.971014492753623,3.869565217391304,2.5217391304347827,4.420289855072464,3.4782608695652173,1.6231884057971016,2.739130434782609,2.608695652173913,1.5217391304347827,3.246376811594203,2.1159420289855073,68.0
0,3.4186046511627906,4.488372093023256,4.104651162790698,3.883720930232558,3.441860465116279,3.2209302325581395,2.2325581395348837,2.813953488372093,2.5,2.686046511627907,2.1627906976744184,2.36046511627907,85.0
0,2.289855072463768,1.6521739130434783,3.449275362318841,3.0579710144927534,3.8260869565217392,2.8840579710144927,1.6956521739130435,0.9565217391304348,2.1884057971014492,2.347826086956522,2.6231884057971016,1.7681159420289856,68.0
0,2.0112359550561796,3.606741573033708,1.247191011235955,2.134831460674157,2.044943820224719,2.3258426966292136,1.6853932584269662,2.741573033707865,0.7865168539325843,1.4719101123595506,1.3258426966292134,1.550561797752809,88.0
0,2.1882352941176473,2.8,3.070588235294118,2.6470588235294117,3.4823529411764707,2.7294117647058824,1.5058823529411764,1.811764705882353,1.9176470588235295,1.8588235294117648,2.3529411764705883,1.8,84.0
0,2.076923076923077,4.384615384615385,3.230769230769231,0.8461538461538461,3.923076923076923,3.3846153846153846,1.7692307692307692,2.3846153846153846,1.2307692307692308,0.8461538461538461,1.9230769230769231,1.3846153846153846,12.0
0,2.6867469879518073,3.5542168674698793,3.5421686746987953,2.927710843373494,2.4939759036144578,2.746987951807229,2.036144578313253,2.5903614457831323,2.6867469879518073,2.1204819277108435,1.7228915662650603,2.2409638554216866,82.0
0,2.576923076923077,3.2403846153846154,2.4423076923076925,1.6730769230769231,3.701923076923077,2.6153846153846154,1.8365384615384615,2.0576923076923075,1.5192307692307692,1.1153846153846154,2.519230769230769,1.5192307692307692,103.0
