,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2.7590361445783134,3.2048192771084336,3.4096385542168677,3.108433734939759,4.132530120481928,3.2409638554216866,1.7349397590361446,1.7108433734939759,1.891566265060241,2.1686746987951806,2.6987951807228914,2.072289156626506,82.0
0,1.8421052631578947,2.1842105263157894,1.5,2.0,1.105263157894737,1.736842105263158,1.3157894736842106,1.2763157894736843,0.8289473684210527,1.381578947368421,0.7105263157894737,1.0921052631578947,75.0
0,3.1470588235294117,3.3823529411764706,3.8823529411764706,3.0588235294117645,4.470588235294118,3.588235294117647,2.4411764705882355,1.9411764705882353,2.2941176470588234,2.735294117647059,3.1470588235294117,2.1176470588235294,33.0
0,2.980392156862745,4.372549019607843,3.2745098039215685,3.1176470588235294,4.490196078431373,3.3333333333333335,2.196078431372549,2.8823529411764706,2.0588235294117645,2.392156862745098,2.980392156862745,2.019607843137255,50.0
0,2.2142857142857144,4.071428571428571,3.4761904761904763,3.8452380952380953,3.488095238095238,3.4523809523809526,1.9047619047619047,2.3333333333333335,1.7380952380952381,2.4404761904761907,1.880952380952381,1.6904761904761905,83.0
0,2.208695652173913,1.1652173913043478,2.8086956521739133,2.034782608695652,1.7304347826086957,2.0,1.6434782608695653,0.808695652173913,1.9478260869565218,1.5043478260869565,1.1217391304347826,1.2434782608695651,114.0
0,2.6911764705882355,3.838235294117647,1.8676470588235294,3.014705882352941,3.588235294117647,2.6470588235294117,1.8529411764705883,2.8823529411764706,1.0735294117647058,2.426470588235294,2.6911764705882355,1.7352941176470589,67.0
0,2.710526315789474,4.2894736842105265,3.6315789473684212,2.9473684210526314,1.8421052631578947,3.0526315789473686,2.0526315789473686,2.6315789473684212,1.9473684210526316,1.9210526315789473,1.0263157894736843,1.368421052631579,37.0
0,2.227272727272727,2.477272727272727,3.590909090909091,2.772727272727273,2.1136363636363638,2.409090909090909,1.4318181818181819,1.8636363636363635,2.4545454545454546,2.0454545454545454,1.4772727272727273,1.7272727272727273,43.0
0,2.875,4.166666666666667,4.416666666666667,2.5833333333333335,4.625,3.75,2.0833333333333335,2.4583333333333335,2.625,2.125,3.0416666666666665,1.875,23.0
0,2.7586206896551726,4.586206896551724,3.6206896551724137,2.7241379310344827,4.586206896551724,3.5172413793103448,2.1724137931034484,2.9655172413793105,1.9310344827586208,2.0344827586206895,2.793103448275862,1.5172413793103448,28.0
0,2.3857142857142857,3.0,1.7571428571428571,3.157142857142857,3.942857142857143,2.7857142857142856,1.6142857142857143,1.8571428571428572,1.0857142857142856,2.2714285714285714,2.8857142857142857,1.6857142857142857,69.0
0,3.189189189189189,4.054054054054054,2.810810810810811,3.7162162162162162,4.391891891891892,2.72972972972973,1.9864864864864864,2.364864864864865,1.5135135135135136,2.6216216216216215,2.72972972972973,1.7297297297297298,73.0
0,3.1607142857142856,4.678571428571429,4.5,3.9464285714285716,4.821428571428571,3.6785714285714284,2.5,3.0892857142857144,2.857142857142857,2.892857142857143,3.517857142857143,2.0535714285714284,55.0
0,2.6744186046511627,3.372093023255814,2.511627906976744,2.9767441860465116,3.7906976744186047,2.302325581395349,2.2325581395348837,2.3488372093023258,1.744186046511628,2.558139534883721,2.813953488372093,1.6046511627906976,42.0
0,2.5046728971962615,1.1869158878504673,2.9345794392523366,2.7757009345794392,3.6261682242990654,2.542056074766355,1.9345794392523366,0.7383177570093458,2.1401869158878504,2.2616822429906542,2.5794392523364484,1.7757009345794392,106.0
0,2.355769230769231,3.0576923076923075,2.019230769230769,2.7596153846153846,1.9711538461538463,2.1634615384615383,1.5384615384615385,2.0865384615384617,1.2692307692307692,2.144230769230769,1.2019230769230769,1.5480769230769231,103.0
0,1.9,2.825,1.4375,3.0375,3.625,2.35,1.35,1.925,0.675,2.1625,2.4875,1.3125,79.0
0,2.2133333333333334,2.3333333333333335,1.3466666666666667,2.8266666666666667,3.546666666666667,2.56,1.68,1.4666666666666666,0.7066666666666667,2.1333333333333333,2.4266666666666667,1.4133333333333333,74.0
0,1.584070796460177,1.8407079646017699,2.247787610619469,1.575221238938053,2.2212389380530975,1.8053097345132743,1.415929203539823,1.3982300884955752,1.6283185840707965,1.0619469026548674,1.752212389380531,1.3008849557522124,112.0
0,1.8153846153846154,2.953846153846154,1.7076923076923076,2.2,1.8692307692307693,2.3461538461538463,1.4615384615384615,2.0923076923076924,1.0538461538461539,1.5692307692307692,1.2153846153846153,1.523076923076923,129.0
0,2.693548387096774,4.064516129032258,3.6451612903225805,3.8225806451612905,2.6451612903225805,3.064516129032258,1.7419354838709677,2.693548387096774,2.2903225806451615,2.467741935483871,1.6935483870967742,1.967741935483871,61.0
0,2.742857142857143,4.542857142857143,3.4285714285714284,2.9714285714285715,4.285714285714286,3.5142857142857142,2.142857142857143,3.2857142857142856,1.9428571428571428,2.5714285714285716,3.057142857142857,2.1714285714285713,34.0
0,2.3684210526315788,2.9473684210526314,3.3684210526315788,3.3859649122807016,4.035087719298246,2.7017543859649122,1.5614035087719298,1.9473684210526316,2.1491228070175437,2.508771929824561,2.763157894736842,1.6666666666666667,113.0
0,2.975609756097561,2.5,3.0,3.768292682926829,3.8658536585365852,2.792682926829268,2.2804878048780486,1.5609756097560976,1.829268292682927,2.7804878048780486,2.4878048780487805,1.6097560975609757,81.0
0,3.238095238095238,3.7857142857142856,3.6666666666666665,3.4047619047619047,4.166666666666667,3.119047619047619,2.5238095238095237,2.5952380952380953,2.3333333333333335,2.4285714285714284,2.880952380952381,1.9523809523809523,41.0
0,1.7156862745098038,2.9705882352941178,1.4019607843137254,2.176470588235294,2.5980392156862746,2.235294117647059,1.3235294117647058,2.176470588235294,0.8627450980392157,1.8333333333333333,1.7745098039215685,1.5294117647058822,101.0
