,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,2.814814814814815,3.3333333333333335,3.3703703703703702,3.0925925925925926,3.740740740740741,2.8703703703703702,2.2222222222222223,2.240740740740741,1.9814814814814814,2.3518518518518516,2.4444444444444446,1.7222222222222223,2.611111111111111,4.2592592592592595,2.0925925925925926,3.2222222222222223,4.296296296296297,3.4814814814814814,1.6666666666666667,2.7037037037037037,1.0740740740740742,1.962962962962963,2.5185185185185186,1.7592592592592593,53.0
0,2.2388059701492535,3.8059701492537314,3.8955223880597014,2.611940298507463,4.432835820895522,3.1940298507462686,1.5970149253731343,2.253731343283582,2.4477611940298507,1.5820895522388059,3.1940298507462686,1.8059701492537314,2.1940298507462686,3.08955223880597,3.955223880597015,3.1044776119402986,4.134328358208955,2.985074626865672,1.8059701492537314,1.835820895522388,3.208955223880597,2.2388059701492535,3.0597014925373136,2.029850746268657,66.0
0,2.5454545454545454,3.772727272727273,3.121212121212121,3.909090909090909,3.4545454545454546,2.772727272727273,2.0757575757575757,2.378787878787879,2.1363636363636362,2.696969696969697,2.227272727272727,1.4242424242424243,1.9848484848484849,3.015151515151515,3.0606060606060606,4.015151515151516,3.1666666666666665,2.4545454545454546,1.6666666666666667,1.9242424242424243,1.9848484848484849,3.106060606060606,1.9848484848484849,1.621212121212121,65.0
0,1.0164835164835164,0.8626373626373627,2.4945054945054945,2.291208791208791,1.2527472527472527,2.269230769230769,0.7912087912087912,0.5824175824175825,1.8516483516483517,1.8516483516483517,0.989010989010989,1.6758241758241759,1.2197802197802199,1.2637362637362637,1.401098901098901,1.8846153846153846,1.2032967032967032,1.39010989010989,0.9560439560439561,0.9285714285714286,0.9615384615384616,1.6318681318681318,0.8461538461538461,1.10989010989011,181.0
0,2.9473684210526314,4.491228070175438,4.087719298245614,4.052631578947368,4.0701754385964914,3.263157894736842,2.0526315789473686,2.9649122807017543,2.526315789473684,2.912280701754386,2.56140350877193,1.8771929824561404,3.491228070175439,3.736842105263158,3.7719298245614037,3.9298245614035086,4.649122807017544,2.280701754385965,2.263157894736842,2.6491228070175437,2.3859649122807016,2.807017543859649,3.3508771929824563,1.5964912280701755,56.0
0,2.6341463414634148,3.231707317073171,1.6829268292682926,3.2195121951219514,1.2682926829268293,3.1341463414634148,1.951219512195122,2.3780487804878048,0.9878048780487805,2.5365853658536586,0.9024390243902439,2.182926829268293,1.548780487804878,2.268292682926829,1.829268292682927,2.8048780487804876,1.1585365853658536,1.9268292682926829,1.2926829268292683,1.5,1.1829268292682926,2.3292682926829267,0.6463414634146342,1.2439024390243902,81.0
0,3.0634920634920637,3.9365079365079363,3.6984126984126986,3.9047619047619047,4.5396825396825395,2.888888888888889,2.126984126984127,2.8095238095238093,2.3174603174603177,2.9682539682539684,3.2063492063492065,1.9206349206349207,2.1746031746031744,3.5873015873015874,4.253968253968254,3.4126984126984126,4.174603174603175,3.253968253968254,1.8571428571428572,2.3968253968253967,2.8095238095238093,2.6666666666666665,2.761904761904762,1.7619047619047619,62.0
0,2.875,3.65625,3.015625,3.328125,3.796875,2.328125,2.375,2.796875,1.96875,2.578125,2.625,1.21875,2.515625,2.921875,3.46875,2.65625,3.375,2.71875,1.953125,1.828125,2.34375,2.140625,2.140625,1.703125,63.0
0,2.3389830508474576,2.288135593220339,3.23728813559322,3.3389830508474576,4.033898305084746,1.9830508474576272,2.0847457627118646,1.6271186440677967,2.3559322033898304,2.694915254237288,3.0,1.4745762711864407,2.9661016949152543,2.610169491525424,4.033898305084746,3.542372881355932,3.8813559322033897,3.135593220338983,2.1016949152542375,1.7627118644067796,2.440677966101695,2.3220338983050848,2.3220338983050848,2.0338983050847457,58.0
0,2.388059701492537,1.2985074626865671,3.343283582089552,3.373134328358209,4.059701492537314,2.8208955223880596,1.6567164179104477,0.8507462686567164,2.3134328358208953,2.4925373134328357,3.2238805970149254,2.1044776119402986,1.8656716417910448,1.2238805970149254,2.208955223880597,2.7761194029850746,3.373134328358209,2.5223880597014925,1.492537313432836,0.746268656716418,1.4029850746268657,1.9701492537313432,2.08955223880597,1.507462686567164,66.0
