,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,2.9130434782608696,4.072463768115942,3.7246376811594204,3.5072463768115942,4.63768115942029,2.8260869565217392,2.1449275362318843,3.2318840579710146,2.6666666666666665,2.608695652173913,3.130434782608696,1.6231884057971016,2.4782608695652173,3.028985507246377,4.492753623188406,3.072463768115942,4.202898550724638,2.608695652173913,1.5797101449275361,2.3768115942028984,3.3043478260869565,2.246376811594203,3.1884057971014492,1.7681159420289856,68.0
0,2.0851063829787235,1.6382978723404256,2.117021276595745,2.5638297872340425,2.595744680851064,1.7234042553191489,1.4148936170212767,1.202127659574468,1.1914893617021276,1.7872340425531914,1.5851063829787233,1.2234042553191489,2.0425531914893615,1.627659574468085,2.223404255319149,2.6808510638297873,2.6702127659574466,2.521276595744681,1.5425531914893618,1.1808510638297873,1.4680851063829787,2.148936170212766,1.872340425531915,1.5957446808510638,93.0
0,2.4363636363636365,2.690909090909091,3.5090909090909093,3.109090909090909,4.1454545454545455,2.909090909090909,2.0,1.5818181818181818,2.1818181818181817,2.0,2.6363636363636362,1.8909090909090909,2.5090909090909093,3.0727272727272728,3.3636363636363638,2.8181818181818183,3.9454545454545453,3.1636363636363636,1.6727272727272726,2.1272727272727274,2.1818181818181817,2.1818181818181817,2.6363636363636362,2.1454545454545455,54.0
0,2.9649122807017543,3.0526315789473686,3.0,3.4210526315789473,3.6842105263157894,2.473684210526316,2.4210526315789473,2.2982456140350878,2.017543859649123,2.5964912280701755,2.543859649122807,1.7543859649122806,2.1228070175438596,2.508771929824561,3.087719298245614,2.6666666666666665,3.8947368421052633,2.491228070175439,1.736842105263158,1.7543859649122806,2.1578947368421053,2.1403508771929824,2.912280701754386,1.6666666666666667,56.0
0,3.489130434782609,2.739130434782609,4.065217391304348,3.4456521739130435,4.358695652173913,3.402173913043478,2.4239130434782608,1.8369565217391304,2.782608695652174,2.4347826086956523,3.010869565217391,2.119565217391304,2.652173913043478,2.858695652173913,4.260869565217392,3.652173913043478,3.902173913043478,3.0434782608695654,2.0434782608695654,1.9891304347826086,3.2282608695652173,2.75,2.869565217391304,1.7717391304347827,91.0
0,2.402439024390244,3.207317073170732,3.3536585365853657,3.548780487804878,3.3902439024390243,2.731707317073171,1.7439024390243902,2.158536585365854,1.9878048780487805,2.5,2.073170731707317,1.3902439024390243,2.4634146341463414,3.0609756097560976,2.841463414634146,2.975609756097561,3.573170731707317,2.1097560975609757,2.024390243902439,2.268292682926829,1.9146341463414633,2.268292682926829,2.6463414634146343,1.7560975609756098,81.0
0,2.6052631578947367,2.236842105263158,3.25,2.9210526315789473,2.8421052631578947,2.039473684210526,1.605263157894737,1.2763157894736843,1.855263157894737,1.9078947368421053,2.1184210526315788,1.1710526315789473,2.1710526315789473,2.3684210526315788,3.1842105263157894,2.9473684210526314,2.4078947368421053,2.6842105263157894,1.4736842105263157,1.4605263157894737,2.1315789473684212,2.0657894736842106,1.631578947368421,1.5921052631578947,75.0
0,2.50561797752809,2.898876404494382,2.5168539325842696,3.539325842696629,2.606741573033708,2.247191011235955,2.0112359550561796,2.044943820224719,1.7865168539325842,3.044943820224719,1.9887640449438202,1.651685393258427,2.539325842696629,1.4943820224719102,2.449438202247191,3.1235955056179776,3.359550561797753,2.49438202247191,1.9662921348314606,1.0,1.651685393258427,2.5842696629213484,2.3820224719101124,1.6292134831460674,88.0
0,2.4583333333333335,2.3583333333333334,2.7,2.7333333333333334,2.6416666666666666,2.558333333333333,1.5,1.3,1.6916666666666667,1.9083333333333334,1.7083333333333333,1.6083333333333334,2.325,2.5,3.025,2.375,2.441666666666667,2.65,1.6083333333333334,1.7,1.775,1.65,1.6416666666666666,1.7583333333333333,119.0
0,2.3950617283950617,3.0617283950617282,1.5061728395061729,1.8641975308641976,3.753086419753086,2.8518518518518516,1.7160493827160495,2.1604938271604937,0.9259259259259259,1.3580246913580247,2.6049382716049383,1.8641975308641976,2.123456790123457,1.7160493827160495,3.197530864197531,2.0987654320987654,3.037037037037037,2.8395061728395063,1.691358024691358,1.2345679012345678,2.382716049382716,1.617283950617284,2.234567901234568,1.962962962962963,80.0
0,2.186046511627907,1.244186046511628,2.802325581395349,2.7674418604651163,2.686046511627907,2.244186046511628,1.7674418604651163,0.7209302325581395,2.0348837209302326,2.13953488372093,1.8604651162790697,1.5,2.36046511627907,1.0813953488372092,3.255813953488372,2.372093023255814,2.7093023255813953,2.5930232558139537,1.569767441860465,0.5697674418604651,1.8953488372093024,1.686046511627907,1.5465116279069768,1.5348837209302326,85.0
0,2.050632911392405,2.1012658227848102,2.759493670886076,2.4430379746835444,1.7468354430379747,2.4936708860759493,1.4556962025316456,1.2025316455696202,1.518987341772152,1.5696202531645569,1.1898734177215189,1.2784810126582278,1.6455696202531647,1.2151898734177216,2.3797468354430378,2.2531645569620253,1.5569620253164558,1.8101265822784811,1.4683544303797469,0.7341772151898734,1.5569620253164558,1.7974683544303798,0.9113924050632911,1.0506329113924051,78.0
